FeatureID,FeatureName,WTY_ClusterD Average,WTY_ClusterD Log2 Fold Change,WTY_ClusterD P-Value,WTY_ClusterCp Average,WTY_ClusterCp Log2 Fold Change,WTY_ClusterCp P-Value,WTY_ClusterC Average,WTY_ClusterC Log2 Fold Change,WTY_ClusterC P-Value,WTY_ClusterB Average,WTY_ClusterB Log2 Fold Change,WTY_ClusterB P-Value,WTY_ClusterA Average,WTY_ClusterA Log2 Fold Change,WTY_ClusterA P-Value
ENSMUSG00000001741,Il16,1.607918332,0.816296492,0.000449581,0.561219285,-1.244514664,4.08E-05,2.294226818,1.143445945,0.001793906,0.775659825,-0.731419785,0.019431389,0.656929816,-0.86759481,0.27556532
ENSMUSG00000096210,H1f0,0.307081444,-0.916081126,0.00046435,0.315809211,-0.750108453,0.027661757,1.873963046,2.479310614,4.96E-16,0.373153696,-0.479881936,0.226685155,0.405693264,-0.26949938,1
ENSMUSG00000041571,Selenow,2.49571198,0.810574741,0.000481475,1.232313858,-0.673521596,0.038459659,1.671868992,-0.11942158,1,1.219724347,-0.71243924,0.023327761,2.353998506,0.421200558,0.601014675
ENSMUSG00000036438,Calm2,1.709516997,-0.865541256,0.000482888,1.780374427,-0.683423574,0.035503977,1.868604492,-0.530256287,0.493825937,5.290122063,1.624510023,1.98E-12,1.35394017,-1.007228878,0.108283465
ENSMUSG00000007892,Rplp1,7.478201905,-0.86092465,0.000489666,18.48799756,0.976133252,0.000185359,10.41779538,-0.147435708,1,10.70230375,-0.125006968,0.977689513,12.72117216,0.167218498,1
ENSMUSG00000018654,Ikzf1,1.563248163,0.807749971,0.000538248,0.740835774,-0.744653293,0.020254452,0.587144468,-1.015135019,0.080483721,1.132248286,0.004190245,1,0.930650572,-0.300101237,0.970828251
ENSMUSG00000055116,Arntl,0.41325101,-0.868747494,0.000569856,0.57635181,-0.174866383,0.838685537,0.943871093,0.650504542,0.188088488,1.056396951,1.103868506,1.20E-05,0.029327224,-4.496251731,5.00E-12
ENSMUSG00000042747,Krtcap2,0.585906409,-0.858246517,0.000576235,0.991838303,0.195894312,0.707789067,1.281460024,0.587070996,0.261180892,0.799490512,-0.211737928,0.77068222,1.875964756,1.20335636,0.003029193
ENSMUSG00000079435,Rpl36a,3.153713964,-0.847672103,0.000619952,7.738312571,0.975036482,0.000191949,4.455255282,-0.114052075,1,4.83036416,0.018301066,1,3.943534042,-0.300220875,0.968632238
ENSMUSG00000042364,Snx18,0.086639352,-0.924411259,0.000619952,0.042765831,-1.931226452,1.17E-08,0.061240622,-1.229036184,0.042107272,0.041558394,-2.018405373,2.13E-10,1.073376395,4.132738102,5.70E-47
ENSMUSG00000096727,Psmb9,0.585698641,-0.850565698,0.00065059,0.928018525,0.078104602,1,0.854306683,-0.065061893,1,1.243555035,0.690355972,0.014093587,1.065555802,0.282855126,0.878201892
ENSMUSG00000016559,H3f3b,23.07619401,0.790727309,0.000666323,9.443024375,-1.000252178,0.001086667,13.40633776,-0.355041685,0.78803934,17.23278404,0.051538717,1,11.72404654,-0.553185743,0.558131701
ENSMUSG00000021948,Prkcd,1.033646945,0.795549042,0.000706981,0.395748417,-1.105739325,0.000313265,0.577192866,-0.412459672,0.782384508,0.542293455,-0.59720419,0.075409173,1.391087987,0.993959056,0.024457077
ENSMUSG00000019370,Calm3,1.02949158,-0.839181768,0.00074498,1.734318917,0.206064154,0.686232488,1.232467526,-0.366785014,0.766043116,2.412421208,0.931060615,0.000307461,1.020587392,-0.647067719,0.430697017
ENSMUSG00000015314,Slamf6,1.266139594,0.787700817,0.000783643,0.429961082,-1.304969546,1.69E-05,1.518001928,0.822150628,0.053757613,0.837561489,-0.181655326,0.840235559,0.282518924,-1.781236277,0.002777764
ENSMUSG00000006057,Atp5g1,0.646159195,-0.838798678,0.000788295,1.812284316,1.300748043,1.92E-07,0.585613452,-0.795731584,0.228334613,0.780890951,-0.415525255,0.294925424,1.194595587,0.318181079,0.809148482
ENSMUSG00000027593,Raly,1.117793078,-0.830342301,0.000850111,2.281392581,0.597379125,0.042498814,1.519532944,-0.159997048,1,2.163652077,0.51209722,0.103001017,1.120299953,-0.623463276,0.454670851
ENSMUSG00000020402,Vdac1,0.541236239,-0.833400672,0.000871771,1.227050372,0.816507708,0.00291836,1.028842457,0.37677651,0.623462672,0.730614012,-0.207213356,0.783243334,0.889592459,0.137224087,1
ENSMUSG00000000903,Vpreb3,16.34304898,0.773558128,0.000912721,6.415861501,-1.078568849,0.000384763,21.42120422,0.966878015,0.012850674,10.59303132,-0.229410749,0.724023263,0.275675905,-5.544933389,1.83E-17
ENSMUSG00000028639,Ybx1,2.057321014,-0.823861127,0.000920473,4.951296285,0.959865893,0.000255513,1.880087109,-0.771926707,0.193365257,3.487708338,0.243920237,0.625912632,2.517253386,-0.314044376,0.946480335
ENSMUSG00000031754,Nudt21,0.680025417,-0.827909745,0.000925954,1.265539619,0.412513,0.219396974,0.737183992,-0.511389403,0.529912714,1.483315003,0.778310492,0.004110991,0.705808522,-0.567736853,0.649168895
ENSMUSG00000033379,Atp6v0b,0.802400905,0.779132687,0.000961602,0.322717537,-1.034373313,0.000816066,0.434808419,-0.467700073,0.688773245,0.429824234,-0.570621873,0.095317118,1.066533376,0.96360898,0.031849374
ENSMUSG00000029616,Erp29,2.207745213,0.772528724,0.000969805,1.204680553,-0.525289693,0.128987451,0.884161486,-0.937266873,0.084738055,1.263317069,-0.457583529,0.221177171,2.171192143,0.466435692,0.519985931
ENSMUSG00000049422,Chchd10,6.828302881,0.768043352,0.001015804,3.733457015,-0.524796111,0.128238876,5.623420154,0.186211086,0.994509424,4.75829086,-0.097076631,1,0.248303829,-4.436143265,7.59E-13
ENSMUSG00000032518,Rpsa,11.04059598,-0.812179761,0.001082753,25.9753076,0.922999832,0.000474225,12.35835761,-0.449783471,0.622017917,17.68789206,0.143215294,0.90485298,14.47591772,-0.198345748,1
ENSMUSG00000027067,Ssrp1,0.907531629,-0.813858374,0.001135619,1.822811289,0.582290814,0.049840128,0.741011531,-0.935113691,0.086999004,1.999452826,0.818308351,0.002168675,0.652041945,-1.111127713,0.10014655
ENSMUSG00000006519,Cyba,1.864719865,0.761333618,0.001245106,0.725374281,-1.100242162,0.000321593,1.018890856,-0.466053586,0.59692583,0.934046713,-0.700109928,0.027272637,2.875045517,1.203066874,0.002981065
ENSMUSG00000057113,Npm1,2.587545537,-0.797885406,0.001401164,7.471519582,1.4283713,4.85E-09,3.094182448,-0.334806677,0.828424176,2.832655043,-0.553922664,0.104897756,3.059807028,-0.345440791,0.896505329
ENSMUSG00000005873,Reep5,0.573232547,-0.802090855,0.001428583,0.753007587,-0.219073484,0.705701059,0.587909975,-0.57571883,0.51234598,1.03925048,0.405260439,0.256357611,2.125246159,1.510778873,4.92E-05
ENSMUSG00000020719,Ddx5,6.67351555,0.742868578,0.001571787,3.328168528,-0.698007378,0.030016497,3.995950613,-0.334516576,0.827446105,4.787062057,-0.05921388,1,3.245546113,-0.645453985,0.429418141
ENSMUSG00000037058,Paip2,2.138558392,0.743549365,0.001609507,1.203035713,-0.490552999,0.164646879,1.651200282,0.068579857,1,1.390317198,-0.243717093,0.683517836,0.639333481,-1.373962411,0.027428717
ENSMUSG00000024308,Tapbp,0.770404597,0.75015944,0.001617584,0.271069573,-1.26891325,4.99E-05,0.614702748,0.126175362,1,0.318808103,-1.032938924,0.000476059,1.281599685,1.327625513,0.00071673
ENSMUSG00000024776,Stambpl1,2.072695863,0.743743556,0.001621006,0.782285733,-1.159939262,0.000133514,2.083712178,0.498635615,0.382062457,1.471690278,-0.077955442,1,0.723404856,-1.143168481,0.086924309
ENSMUSG00000022890,Atp5j,1.27486586,-0.788693249,0.001627999,2.660034666,0.689511578,0.014866553,1.59684923,-0.25428,0.970539729,2.231656723,0.347251735,0.373738029,1.51719505,-0.327833662,0.925335925
ENSMUSG00000079017,Ifi27l2a,2.617671931,0.750145284,0.001771396,0.767153208,-1.562060353,3.47E-07,1.142137608,-0.819049303,0.165943449,2.05525151,0.121321718,0.957579801,2.750893603,0.560141138,0.37764154
ENSMUSG00000073676,Hspe1,0.685635159,-0.784939678,0.001869667,2.048812256,1.53496937,2.90E-10,0.566475757,-0.893509642,0.14738186,0.589664213,-0.95972578,0.00128138,1.380334672,0.49975914,0.465226575
ENSMUSG00000020167,Tcf3,5.544710756,0.730713913,0.001937408,2.639638655,-0.784010844,0.013025209,4.421572939,0.112566724,1,4.34357877,0.102938639,1,0.672571002,-2.708773839,2.70E-06
ENSMUSG00000025130,P4hb,0.53645757,-0.779310313,0.002042561,1.004668052,0.476614886,0.134099823,0.592503022,-0.442311257,0.727979475,0.699517871,-0.218476296,0.751210654,1.835884217,1.390863071,0.000298691
ENSMUSG00000049775,Tmsb4x,20.12256085,0.725523441,0.002092278,8.874896763,-0.915091588,0.003069636,11.98172778,-0.353274677,0.791756584,11.37043486,-0.510785431,0.147861114,24.87926162,0.810355105,0.092327146
ENSMUSG00000037062,Sh3glb1,1.010169135,0.731130719,0.002102674,0.516150679,-0.663376497,0.043532717,0.729528915,-0.044612305,1,0.662318749,-0.23612702,0.708828559,0.547441513,-0.485198297,0.783099817
ENSMUSG00000020163,Uqcr11,0.582997654,-0.776091191,0.002114833,1.342847082,0.917906025,0.000597569,0.596330561,-0.558697606,0.530426528,0.787575168,-0.149120916,0.940136127,1.198505884,0.541028194,0.402383267
ENSMUSG00000057388,Mrpl18,0.592347224,-0.767504813,0.002388489,1.211588879,0.670960353,0.019461508,0.5312624,-0.753923883,0.275530614,1.11917047,0.531200368,0.087960247,0.642266204,-0.452377006,0.837847192
ENSMUSG00000025508,Rplp2,5.283338322,-0.758509904,0.002474304,11.26090115,0.768661808,0.005212063,7.695649716,0.009381073,1,7.938525203,0.072583851,1,6.978901716,-0.143085412,1
ENSMUSG00000061232,H2-K1,7.163433036,0.716366438,0.002492027,2.741618712,-1.153814927,0.00014005,8.492543315,0.758541083,0.084604017,4.221228532,-0.441480743,0.245034762,4.354115176,-0.319824294,0.936212596
ENSMUSG00000021423,Ly86,0.762717173,0.723947125,0.00260679,0.185537911,-1.867464354,2.44E-09,0.297782527,-1.000343008,0.093416795,0.20197961,-1.77455412,1.36E-09,2.365729395,2.485526315,6.16E-15
ENSMUSG00000009549,Srp14,1.743798755,0.714134815,0.00265596,0.837881313,-0.778285055,0.014187605,2.011754447,0.711225544,0.120157758,0.951193183,-0.580547083,0.084312132,0.895457903,-0.577648444,0.521585831
ENSMUSG00000029840,Mtpn,1.266762899,0.714220408,0.002724379,0.598392661,-0.806684963,0.010812028,0.599392592,-0.713983602,0.322876885,0.938115367,-0.017840429,1,0.950202055,0.005580934,1
ENSMUSG00000001175,Calm1,5.282299481,0.709316768,0.002783142,3.015320028,-0.486973585,0.167654795,1.783633128,-1.231039958,0.013371236,4.044242082,0.042853149,1,2.979645949,-0.43812136,0.743602169
ENSMUSG00000023456,Tpi1,0.40265483,-0.759996841,0.002854139,1.042499364,1.207166837,2.20E-06,0.436339435,-0.455615653,0.706612478,0.584142468,0.002822363,1,0.254169274,-1.259137143,0.052201966
ENSMUSG00000046865,Fbl,0.39205865,-0.758288913,0.002947918,1.034604134,1.255360527,7.23E-07,0.352133579,-0.743462059,0.293196791,0.362982061,-0.809847103,0.00893197,0.967798389,0.855129817,0.074534533
ENSMUSG00000031848,Lsm4,0.686466232,-0.748264869,0.003130189,1.484303291,0.811108356,0.003096548,0.676708878,-0.593373849,0.480815282,1.164216282,0.325721214,0.430175669,0.741001191,-0.444030287,0.852084972
ENSMUSG00000028757,Ddost,0.444208476,-0.744264073,0.003463845,0.714189372,0.212438965,0.674311933,0.609344193,-0.073149539,1,0.610298101,-0.085628862,1,1.456585454,1.348431087,0.000538253
ENSMUSG00000045817,Zfp36l2,0.79118142,-0.740790415,0.003618128,1.319819327,0.287302313,0.47377981,1.486616109,0.437741035,0.508289731,0.97357078,-0.288410614,0.583310873,2.292411336,1.138626616,0.006196285
ENSMUSG00000040212,Emp3,0.616863875,-0.74017402,0.003669445,0.435553537,-1.217520619,6.84E-05,0.146211986,-2.712559096,9.28E-08,1.385957925,0.954937191,0.000221229,2.732319694,1.894636743,4.27E-08
ENSMUSG00000028656,Cap1,1.186979898,0.695022218,0.003687205,0.529967332,-0.912566634,0.003382831,0.848182621,-0.082620696,1,0.890744609,-0.005890219,1,0.659862538,-0.466866398,0.814187152
ENSMUSG00000021127,Zfp36l1,1.159346724,0.697456182,0.003705577,0.529309396,-0.873910824,0.005481352,1.266149869,0.608853764,0.231356362,0.607101301,-0.662919542,0.040776571,0.924785127,0.092168388,1
ENSMUSG00000027907,S100a11,0.930593902,0.695276674,0.003880655,0.297387007,-1.455481863,1.63E-06,0.610109701,-0.218111212,1,0.411515291,-0.954996761,0.001385806,1.902359258,1.657172544,4.57E-06
ENSMUSG00000067274,Rplp0,12.07673614,-0.726395463,0.003940959,24.8459607,0.728919756,0.008796131,15.92715488,-0.121955366,1,17.92300213,0.081226775,1,17.60904281,0.036627263,1
ENSMUSG00000008348,Ubc,3.15184405,0.684936382,0.004163752,1.11618818,-1.298037266,1.70E-05,2.461107514,0.052089045,1,2.465894946,0.0675957,1,2.129156456,-0.174515099,1
ENSMUSG00000029004,Kmt2e,1.162671015,0.68858997,0.004165985,0.54937644,-0.821944515,0.009360125,1.158978779,0.451595877,0.477930868,0.725673504,-0.355417606,0.420691447,0.658884964,-0.441130454,0.861198955
ENSMUSG00000047867,Gimap6,0.36276333,-0.740174929,0.004340392,0.298373911,-0.967449872,0.002286414,2.611147039,3.128532365,2.58E-29,0.229297715,-1.430082824,1.56E-06,0.227774772,-1.251016276,0.061760208
ENSMUSG00000030869,Ndufab1,0.456051265,-0.72815547,0.004394461,1.022103352,0.912821275,0.000679322,0.496049042,-0.424161466,0.761497621,0.690508709,0.118702534,0.964482042,0.514203993,-0.360572476,0.980797947
ENSMUSG00000062070,Pgk1,0.498435984,-0.726865612,0.004425034,1.161585754,1.002109461,0.00013972,0.587909975,-0.296860439,0.983289625,0.71695496,0.01983117,1,0.491719788,-0.563447166,0.659787994
ENSMUSG00000053477,Tcf4,0.474958174,-0.73274622,0.004447209,0.287846937,-1.456314896,3.25E-06,1.006642731,0.645435998,0.194642483,0.389428312,-0.994022234,0.00092441,3.348191396,2.857599329,9.85E-21
ENSMUSG00000026966,Ssna1,0.576556838,-0.719302626,0.004795595,0.941177242,0.266959917,0.517644262,0.664460753,-0.327165635,0.93223883,1.161019483,0.726508947,0.008799281,0.625647443,-0.412571679,0.898510416
ENSMUSG00000047945,Marcksl1,0.62101924,-0.72076665,0.004900376,1.432655327,0.986371318,0.000190826,0.512124705,-0.844937022,0.188249712,1.130504577,0.503903015,0.116044909,0.10166771,-3.203563812,8.59E-08
ENSMUSG00000000088,Cox5a,1.311017532,-0.712144953,0.005001631,2.819913079,0.840789818,0.001882593,1.46900943,-0.365966849,0.766099202,1.920114073,0.069854083,1,1.783095214,-0.059745455,1
ENSMUSG00000037706,Cd81,0.661741813,-0.715772188,0.005030325,1.073751317,0.258851999,0.540143821,1.556277317,0.836927454,0.047719288,1.234255255,0.561663611,0.064629979,0.031282372,-4.970201198,3.90E-14
ENSMUSG00000110195,Pde2a,0.253685009,-0.72856325,0.00503773,0.309229852,-0.283644213,0.553210589,1.124530929,2.001929771,1.79E-10,0.374606787,0.069111898,1,0.006843019,-5.643093119,1.55E-14
ENSMUSG00000050628,Ubald2,0.974640767,-0.712086975,0.005134469,0.841170992,-0.863690979,0.005860025,1.253901744,-0.148827724,1,2.615853908,1.448546457,7.93E-10,0.851467067,-0.737170667,0.411699457
ENSMUSG00000000486,1-Sep,1.345922594,0.673105732,0.005175362,0.665173151,-0.756151691,0.017938656,1.27610147,0.359696491,0.659340442,0.689346236,-0.717347845,0.022761615,1.344164429,0.433364508,0.580746007
ENSMUSG00000061983,Rps12,7.516431259,-0.701430018,0.005633824,16.20561807,0.858224833,0.001390947,10.11159227,-0.069864926,1,10.54333562,-0.00316987,1,8.722893965,-0.29700596,0.972724942
ENSMUSG00000020738,Sumo2,2.285866067,-0.696644577,0.006081619,3.616673401,0.229289942,0.617939021,2.474886654,-0.407197878,0.695547616,4.640590512,0.771681294,0.004256462,2.3882136,-0.45390863,0.715593291
ENSMUSG00000021880,Rnase6,0.683349709,0.673666286,0.006125922,0.056582484,-3.516685995,1.84E-24,0.071957731,-2.961035848,1.81E-08,0.070910827,-3.23403171,6.76E-25,3.190801961,3.402433055,1.45E-31
ENSMUSG00000057506,Bloc1s2,0.887378111,0.663332349,0.006314331,0.401998808,-0.907655904,0.003794665,0.301610065,-1.243820853,0.021746658,0.517300295,-0.495399924,0.173777592,1.505464161,1.306366006,0.000920023
ENSMUSG00000032336,Nptn,0.23831016,-0.710391556,0.006404057,0.235541036,-0.632522941,0.071880695,0.250321044,-0.462356745,0.703625887,0.269112401,-0.415921797,0.308419089,1.435078823,2.536025722,2.27E-15
ENSMUSG00000041959,S100a10,1.75605708,0.656236581,0.006575744,0.90334593,-0.699085823,0.030661965,0.881099455,-0.657250046,0.319778844,1.364742801,0.033958243,1,1.195573161,-0.178408293,1
ENSMUSG00000036461,Elf1,1.541016962,0.654393898,0.006776138,0.696425104,-0.91761367,0.003143065,1.745357739,0.64299486,0.185826972,0.997982704,-0.311185483,0.523186485,0.776193859,-0.640266485,0.540589469
ENSMUSG00000022472,Desi1,1.076239432,0.655282813,0.007005933,0.643461267,-0.4406368,0.235876919,0.6690538,-0.324942899,0.937971804,0.864879595,0.098729918,1,0.209200864,-2.053967561,0.000480804
ENSMUSG00000021939,Ctsb,0.947215361,-0.697214006,0.007346101,0.405288487,-1.973881496,1.77E-10,0.834403481,-0.725845117,0.254928401,0.466732738,-1.793825678,5.66E-10,9.387644373,3.799560229,1.28E-41
ENSMUSG00000027330,Cdc25b,0.819022363,-0.688182014,0.007406382,0.505952673,-1.389262752,4.75E-06,2.12428409,1.031550811,0.007156634,2.083732088,1.336671365,2.59E-08,0.140770675,-3.111817824,1.59E-07
ENSMUSG00000027620,Rbm39,3.803197451,0.642587408,0.007767022,1.895842169,-0.761169461,0.016436328,3.156188578,0.124508476,1,2.653634267,-0.181338804,0.837916358,2.389191174,-0.310809102,0.951723272
ENSMUSG00000048163,Selplg,0.804270819,-0.686080702,0.00778637,0.424368627,-1.637720249,7.12E-08,1.149027178,0.039270117,1,0.873888757,-0.462902009,0.219847205,5.477347852,2.834290547,1.29E-20
ENSMUSG00000002204,Napsa,1.330132209,0.645837638,0.007815695,0.536546691,-1.109970923,0.000279396,1.400879238,0.516286041,0.355378534,0.622794681,-0.889274783,0.003107015,1.842727236,0.95087533,0.034125036
ENSMUSG00000044627,Swi5,0.925399697,-0.679712676,0.007904518,1.626746404,0.453742259,0.158318364,1.171992412,-0.147088801,1,1.486511803,0.287634424,0.52530779,1.436056397,0.173023839,1
ENSMUSG00000063480,Snu13,1.122363979,-0.679320039,0.007921832,2.293893362,0.766971286,0.005589373,0.976787928,-0.730374357,0.234686448,1.958475668,0.459753471,0.166178466,0.828005288,-0.966374972,0.18564572
ENSMUSG00000093904,Tomm20,0.5669995,-0.682645939,0.00793446,1.135926256,0.720555117,0.010739611,0.757852703,-0.063724876,1,0.786122078,-0.006864867,1,0.851467067,0.119530553,1
ENSMUSG00000050708,Ftl1,8.139528181,0.639205776,0.008075591,4.630881523,-0.537785259,0.116775069,6.591021989,0.082865619,1,4.096553348,-0.76996049,0.012147582,9.047448576,0.584570345,0.322917284
ENSMUSG00000053898,Ech1,0.70080224,0.64649002,0.008111086,0.276990995,-1.142105685,0.000279505,0.698908603,0.427118985,0.530426528,0.322586139,-0.917383366,0.002290275,1.054802487,1.091065984,0.010173925
ENSMUSG00000015656,Hspa8,4.323656868,-0.669820926,0.008642015,9.038722791,0.826529226,0.002278562,5.413671023,-0.157576592,1,5.894607801,-0.0264868,1,5.634737287,-0.092445515,1
ENSMUSG00000046229,Scand1,1.468921387,0.635826313,0.008853955,0.755968299,-0.711205802,0.027418679,0.98291199,-0.221337379,1,0.784668987,-0.668262974,0.03723285,2.000116671,0.915768582,0.044081562
ENSMUSG00000066406,Akap13,0.782662923,0.638873314,0.009027952,0.369430983,-0.854287462,0.006879352,1.068648861,0.952848759,0.016698063,0.415293327,-0.677614866,0.03559448,0.469235583,-0.382394863,0.950904254
ENSMUSG00000005583,Mef2c,0.552040187,-0.674217836,0.009279286,0.776035342,0.027220801,1,1.203378231,0.74421877,0.100998352,0.656506386,-0.287536795,0.589375013,1.536746533,1.129516767,0.007122074
ENSMUSG00000025967,Eef1b2,2.860345223,-0.662327236,0.00956605,5.903000501,0.806888975,0.00305165,3.513680712,-0.181556597,1,3.895154975,-0.021259589,1,3.854574796,-0.034310047,1
ENSMUSG00000040725,Hnrnpul1,0.4518959,-0.668243665,0.009735524,0.571088323,-0.162739051,0.860668394,1.172757919,1.050836612,0.00591649,0.740785647,0.341282114,0.396280229,0.499540381,-0.343171893,1
ENSMUSG00000063694,Cycs,0.713476102,-0.663925138,0.009933417,1.583651606,0.965782778,0.000252438,0.503704119,-1.036551753,0.070652712,1.034891208,0.099795536,1,0.906211219,-0.126611963,1
ENSMUSG00000027133,Nop10,0.792220261,-0.662483708,0.010076143,1.811955348,1.035599798,6.98E-05,0.770866335,-0.544787682,0.472635267,1.016872883,-0.134030576,0.958536747,1.010811651,-0.118540355,1
ENSMUSG00000031799,Tpm4,0.639302844,-0.660891016,0.010444524,1.110266757,0.448862,0.166168745,0.639198997,-0.501216077,0.629605345,1.106964508,0.463458642,0.163803317,0.867108254,-0.022116738,1
ENSMUSG00000073702,Rpl31,1.844981883,-0.656927803,0.010491042,3.25645352,0.485648536,0.121578385,2.170980065,-0.244763982,0.987302351,1.840484702,-0.588391667,0.078664944,6.412886295,1.530540442,3.22E-05
ENSMUSG00000000346,Dazap2,2.797183681,0.618768917,0.010951645,1.412588283,-0.754273852,0.017636964,2.19700733,0.022028484,1,2.063098199,-0.093494093,1,1.743992248,-0.335946068,0.910667871
ENSMUSG00000018567,Gabarap,2.127962212,0.618039801,0.011123046,0.923741942,-1.006934598,0.0010301,1.973479058,0.289689978,0.792203372,1.438559809,-0.257253655,0.645570845,1.835884217,0.168213574,1
ENSMUSG00000078812,Eif5a,3.004328607,-0.64927102,0.011369005,7.009648611,1.097459133,1.79E-05,2.284275217,-0.913784126,0.095530232,3.814653749,-0.141703232,0.954387933,4.000233341,-0.042570618,1
ENSMUSG00000021250,Fos,1.574883184,0.621316078,0.011926484,0.577009746,-1.281138574,2.93E-05,1.152089209,-0.089225597,1,0.984033033,-0.399100983,0.333336446,2.320760985,1.038818831,0.017099875
ENSMUSG00000068039,Tcp1,0.829826311,-0.647024843,0.012177722,1.616877366,0.700581163,0.013345663,0.768569811,-0.608751851,0.371832543,1.403395014,0.428877098,0.213434505,0.685279465,-0.771065801,0.368402818
